deflatortype,Deflators,year
MD 2011,0.964740973,
CO 2009,0.965162741,
AW 2014,0.965597079,
CI 2008,0.965635653,
BS 2016,0.965807066,
SV 2015,0.965937069,
NI 2008,0.965950572,
MR 2017,0.965967629,
GM 2017,0.966138334,
TW 2006,0.966333434,
KR 2014,0.96663517,
DE 2019,0.96667912,
KN 2017,0.966768856,
JO 2016,0.966770878,
CL 2010,0.966806083,
PG 2024,0.966819785,
XK 2009,0.966957144,
BA 2010,0.967076959,
MT 2011,0.967149248,
KH 2017,0.967153374,
GE 2017,0.967212894,
PG 2023,0.967254462,
KI 2019,0.967428343,
EC 2013,0.967496092,
MM 2022,0.967615272,
RU 2017,0.967906891,
MU 2017,0.967984933,
SN 2007,0.968081547,
BB 2017,0.968098124,
AX 2019,0.96824129,
FI 2019,0.96824129,
KZ 2017,0.968243802,
DO 2010,0.968293326,
PL 2019,0.96835155,
KN 2016,0.968389348,
KR 2017,0.9685063,
MX 2017,0.968508642,
PS 2015,0.96851169,
IN 2015,0.96866254,
PE 2010,0.968688567,
PG 2021,0.968722459,
PG 2020,0.969107562,
PG 2022,0.969221099,
IQ 2019,0.969283224,
TL 2019,0.969332717,
LC 2017,0.969408315,
ES 2006,0.9695421,
GQ 2010,0.969580853,
SM 2006,0.969658844,
GD 2015,0.969689487,
PG 2019,0.969754809,
LV 2012,0.969763864,
MA 2017,0.969803123,
EH 2017,0.969803123,
PS 2014,0.969999763,
GD 2016,0.970040945,
BO 2017,0.970079181,
HT 2014,0.970190213,
AX 2010,0.97028013,
FI 2010,0.97028013,
HU 2019,0.97039256,
BV 2020,0.970522996,
NO 2020,0.970522996,
SJ 2020,0.970522996,
AG 2016,0.970609425,
AR 2010,0.970728006,
LR 2020,0.970737681,
TH 2012,0.970796153,
SL 2019,0.970855472,
VC 2015,0.971003774,
DJ 2014,0.971016677,
SA 2020,0.971366672,
RU 2019,0.971830599,
JM 2011,0.971905769,
PA 2015,0.971908043,
AW 2015,0.972118706,
SV 2016,0.972124175,
PR 2015,0.972153574,
CK 2019,0.97217878,
NZ 2019,0.97217878,
NU 2019,0.97217878,
TK 2019,0.97217878,
NI 2022,0.972205835,
AT 2010,0.97226106,
CY 2019,0.972290703,
UY 2017,0.972413456,
CM 2010,0.972442349,
LK 2021,0.97248048,
MR 2015,0.972536783,
CR 2014,0.972597672,
ME 2011,0.972615423,
PW 2017,0.97272597,
SE 2015,0.97273514,
SL 2020,0.972769993,
PS 2013,0.97282576,
MW 2003,0.972848266,
EE 2011,0.972945021,
SE 2016,0.97304453,
SB 2017,0.973055077,
TW 2004,0.973179618,
LT 2012,0.973194958,
GH 2017,0.973224351,
SK 2019,0.97323107,
MR 2006,0.973259348,
LR 2021,0.973327755,
TW 2013,0.973375856,
CF 2017,0.973388645,
BI 2016,0.973545813,
SL 2021,0.973674186,
SI 2019,0.97375527,
VN 2014,0.973990227,
PE 2017,0.974226668,
UZ 2007,0.974282618,
BH 2017,0.974412772,
AI 2016,0.97445788,
BM 2016,0.97445788,
IO 2016,0.97445788,
KY 2016,0.97445788,
FK 2016,0.97445788,
GI 2016,0.97445788,
GG 2016,0.97445788,
IM 2016,0.97445788,
JE 2016,0.97445788,
MS 2016,0.97445788,
PN 2016,0.97445788,
SH 2016,0.97445788,
GS 2016,0.97445788,
TC 2016,0.97445788,
GB 2016,0.97445788,
VG 2016,0.97445788,
ZA 2005,0.974514932,
BG 2013,0.974550508,
CF 2014,0.974612027,
BY 2009,0.974657368,
PY 2016,0.974738879,
VN 2017,0.974759213,
BQ 2019,0.97478968,
NL 2019,0.97478968,
MK 2013,0.974900906,
TJ 2019,0.974924012,
PS 2011,0.974997217,
AW 2017,0.975049771,
CI 2015,0.975058404,
GQ 2020,0.97543764,
ZA 2006,0.975459237,
MR 2021,0.975463704,
MY 2015,0.975464657,
LU 2019,0.97554097,
TV 2015,0.975560969,
KG 2008,0.9755912,
DZ 2017,0.975876711,
CO 2019,0.975942788,
LA 2014,0.975949455,
SZ 2007,0.976021895,
CM 2019,0.97615508,
KZ 2020,0.976178002,
AS 2017,0.97621978,
AQ 2017,0.97621978,
GU 2017,0.97621978,
MP 2017,0.97621978,
UM 2017,0.97621978,
US 2017,0.97621978,
VI 2017,0.97621978,
DO 2012,0.9763573,
IE 2010,0.97636399,
BO 2013,0.976373572,
GN 2009,0.976593448,
AI 2019,0.97660192,
BM 2019,0.97660192,
IO 2019,0.97660192,
KY 2019,0.97660192,
FK 2019,0.97660192,
GI 2019,0.97660192,
GG 2019,0.97660192,
IM 2019,0.97660192,
JE 2019,0.97660192,
MS 2019,0.97660192,
PN 2019,0.97660192,
SH 2019,0.97660192,
GS 2019,0.97660192,
TC 2019,0.97660192,
GB 2019,0.97660192,
VG 2019,0.97660192,
IN 2016,0.976608692,
SL 2011,0.976986121,
IN 2013,0.976988208,
KW 2021,0.977333211,
EG 2017,0.977343777,
CZ 2019,0.97735836,
AL 2014,0.977396858,
BD 2017,0.977700022,
HT 2013,0.977934514,
LR 2014,0.978035545,
BV 2021,0.978260901,
NO 2021,0.978260901,
SJ 2021,0.978260901,
CR 2013,0.978290599,
GW 2017,0.978334158,
HK 2017,0.97837862,
CI 2019,0.978413936,
CA 2009,0.97857167,
BS 2017,0.978590688,
DO 2017,0.978679638,
SV 2017,0.978738095,
SC 2016,0.978780309,
TW 2011,0.979002751,
ZM 2022,0.979110905,
TZ 2016,0.979316004,
JM 2012,0.979345544,
BT 2015,0.979397498,
BW 2013,0.979446923,
QA 2019,0.979576157,
AW 2013,0.979615187,
TL 2009,0.979663188,
AE 2019,0.979720209,
LS 2019,0.979849969,
JP 2006,0.9799,
AZ 2020,0.979990554,
OM 2022,0.980092883,
BH 2011,0.980161885,
ME 2019,0.980336429,
AT 2012,0.98045645,
GA 2020,0.980570427,
TO 2017,0.980982837,
Total DAC 2019,0.98099989,
MN 2015,0.981062498,
TT 2015,0.981180854,
NI 2021,0.981257833,
SM 2019,0.98128825,
BI 2015,0.981335906,
SM 2011,0.981384804,
LR 2015,0.981420018,
KN 2014,0.981426426,
SZ 2006,0.981427091,
CA 2017,0.98166574,
TZ 2017,0.981683008,
DO 2013,0.981866123,
BF 2010,0.98208542,
UY 2019,0.982185925,
CZ 2014,0.98238744,
VC 2016,0.982396202,
RS 2014,0.982455977,
Total DAC 2007,0.98246641,
IQ 2020,0.982715193,
VU 2012,0.982860192,
BE 2007,0.98291919,
PG 2010,0.982962828,
IE 2012,0.98306806,
SA 2021,0.983074149,
BA 2019,0.983153351,
UG 2017,0.983168615,
HR 2019,0.983525078,
DJ 2017,0.983567496,
LA 2015,0.983604375,
PY 2019,0.983649667,
HT 2020,0.983738958,
HR 2012,0.983922954,
BO 2014,0.983924938,
BT 2012,0.98409572,
MG 2008,0.984219806,
JO 2017,0.984346689,
NR 2019,0.984389908,
SL 2022,0.984694693,
LV 2007,0.984784468,
LU 2008,0.98479831,
KM 2020,0.984871961,
PA 2016,0.984907296,
EC 2017,0.984943763,
MR 2020,0.984970049,
CL 2020,0.985142938,
TW 2005,0.985216623,
JP 2017,0.98528636,
AF 2008,0.985454315,
AR 2020,0.985479251,
SN 2019,0.985518057,
VU 2019,0.985520589,
SN 2010,0.985651923,
IR 2007,0.985776273,
CU 2017,0.985804138,
EC 2014,0.985822337,
CN 2015,0.986088978,
VC 2017,0.986197942,
SC 2017,0.986235112,
TZ 2012,0.986375842,
HN 2016,0.986379543,
PK 2016,0.986647845,
PH 2010,0.98671119,
ID 2016,0.98676307,
SG 2014,0.986903956,
CO 2020,0.986932174,
IL 2017,0.986936852,
CV 2019,0.987010182,
LR 2019,0.987038992,
RO 2019,0.987349158,
MK 2019,0.987350056,
MR 2022,0.987476417,
VU 2014,0.987551658,
TW 2014,0.987618362,
DO 2016,0.987829613,
IR 2017,0.987857078,
IS 2017,0.98791638,
ML 2019,0.988177665,
MK 2008,0.988242363,
LT 2019,0.98835683,
MW 2015,0.988395674,
AW 2011,0.988451018,
PT 2012,0.98846521,
MG 2017,0.988533215,
GR 2006,0.98859477,
MN 2019,0.988675636,
KI 2017,0.988833265,
ST 2014,0.988841238,
CM 2009,0.989037434,
LY 2019,0.989346877,
NE 2019,0.989353329,
RU 2020,0.989387117,
HN 2015,0.989458255,
TZ 2015,0.98961398,
BT 2016,0.989652359,
BJ 2009,0.98987327,
IS 2020,0.990182584,
BF 2019,0.990212427,
GH 2021,0.990327818,
BV 2022,0.990336639,
NO 2022,0.990336639,
SJ 2022,0.990336639,
LU 2012,0.99035201,
LS 2005,0.990362172,
LY 2007,0.990362795,
LI 2017,0.99040249,
CH 2017,0.99040249,
GT 2017,0.990402827,
AF 2020,0.99058417,
CN 2013,0.990673734,
CV 2012,0.990686384,
IE 2006,0.9907019,
BR 2009,0.990706123,
VU 2013,0.990728501,
SI 2007,0.99081994,
TM 2017,0.99093135,
AF 2019,0.990950574,
KI 2020,0.990959174,
LI 2019,0.99107347,
CH 2019,0.99107347,
OM 2010,0.991082014,
SC 2015,0.991110145,
NI 2020,0.991176564,
UY 2011,0.991204464,
MW 2014,0.99139289,
PE 2019,0.991539639,
PR 2016,0.991599069,
MT 2013,0.991683307,
EE 2014,0.991725014,
BG 2014,0.991744022,
NE 2010,0.991866859,
MT 2019,0.991894929,
PS 2016,0.992021693,
TO 2021,0.992029054,
LY 2017,0.992193089,
KG 2019,0.992471806,
GD 2017,0.992583513,
LV 2019,0.992654439,
BE 2010,0.99277766,
TV 2017,0.992856905,
HR 2009,0.992874576,
DO 2015,0.99291564,
DE 2012,0.99299747,
SE 2009,0.99302041,
MM 2023,0.993085308,
UA 2007,0.993116629,
TO 2020,0.993206187,
HT 2019,0.993421094,
EC 2019,0.993451963,
TG 2019,0.993510659,
LR 2012,0.993676837,
PY 2010,0.993702617,
KM 2010,0.993718775,
EE 2019,0.993742745,
BT 2014,0.994000772,
MA 2019,0.994091759,
EH 2019,0.994091759,
KW 2022,0.994191069,
SL 2016,0.994205612,
AZ 2021,0.994266633,
MW 2005,0.994648606,
SE 2017,0.99480691,
MK 2014,0.994879645,
RO 2013,0.994903823,
TW 2010,0.994925849,
DZ 2019,0.994946303,
XK 2012,0.995114534,
RO 2011,0.995231947,
DJ 2016,0.995258855,
AE 2020,0.995321533,
CW 2007,0.99536584,
DK 2007,0.99536584,
FO 2007,0.99536584,
GL 2007,0.99536584,
SX 2007,0.99536584,
NI 2010,0.995399325,
BW 2019,0.995411628,
BH 2008,0.995413148,
TW 2019,0.99549082,
CR 2019,0.995506062,
CF 2019,0.995550998,
BZ 2017,0.99561109,
Total DAC 2009,0.99581882,
AX 2012,0.99582609,
FI 2012,0.99582609,
NA 2014,0.995837736,
AU 2020,0.995871449,
CX 2020,0.995871449,
CC 2020,0.995871449,
HM 2020,0.995871449,
NF 2020,0.995871449,
RW 2019,0.995917431,
NA 2019,0.996163248,
LI 2016,0.99636558,
CH 2016,0.99636558,
KG 2017,0.996556971,
GW 2011,0.996563557,
ZA 2019,0.996632368,
AM 2017,0.99669656,
DE 2007,0.99680204,
MW 2004,0.99699013,
TD 2019,0.99701067,
SA 2022,0.997028803,
DO 2019,0.997161888,
LK 2022,0.997337841,
DE 2010,0.99744144,
CA 2019,0.99760697,
CN 2019,0.997814611,
LY 2013,0.9980293,
RW 2020,0.998074633,
JP 2001,0.99817653,
XK 2008,0.998397741,
MX 2019,0.9985417,
CV 2010,0.998612963,
ML 2013,0.998673403,
IL 2019,0.998746704,
BH 2019,0.998834054,
VA 2020,0.998849176,
IT 2020,0.998849176,
MU 2019,0.998914749,
KI 2016,0.998979887,
BG 2019,0.999064491,
CM 2020,0.999220496,
OM 2023,0.999487673,
ZM 2006,0.999777159,
DM 2016,0.999793711,
ZA 2014,0.999843554,
GB 2013 | 2014 | 2015 | 2016 | 2017 | 2018,1.0,
GB 2015 | 2016 | 2017,1.0,
DE 2015 | 2016 | 2017 | 2018,1.0,
GB 2015 | 2016 | 2017 | 2018 | 2014,1.0,
Total DAC 2016 | 2015 | 2014,1.0,
GB 2016 | 2017,1.0,
DE 2016 | 2017 | 2018,1.0,
DE 2016 | 2017 | 2018 | 2019,1.0,
DE 2016 | 2017 | 2018 | 2019 | 2020,1.0,
DE 2016 | 2019 | 2018 | 2017,1.0,
GB 2017 | 2015 | 2014 | 2018 | 2016,1.0,
GB 2017 | 2016 | 2018,1.0,
DE 2017 | 2016 | 2018,1.0,
DE 2017 | 2018,1.0,
DE 2017 | 2018 | 2019,1.0,
LU 2017 | 2018 | 2019,1.0,
DE 2017 | 2018 | 2019 | 2020,1.0,
GB 2017 | 2018 | 2019 | 2020,1.0,
DE 2017 | 2019 | 2018,1.0,
DE 2017 | 2020 | 2018 | 2019,1.0,
DE 2018 | 2016 | 2017,1.0,
DE 2018 | 2017,1.0,
Total DAC 2018 | 2017,1.0,
DE 2018 | 2017 | 2016,1.0,
DE 2018 | 2017 | 2019,1.0,
GB 2018 | 2017 | 2019,1.0,
Total DAC 2018 | 2019,1.0,
DE 2018 | 2019,1.0,
LU 2018 | 2019,1.0,
SE 2018 | 2019,1.0,
US 2018 | 2019,1.0,
DE 2018 | 2019 | 2016 | 2017,1.0,
DE 2018 | 2019 | 2020,1.0,
Total DAC 2018 | 2019 | 2020,1.0,
LU 2018 | 2019 | 2020,1.0,
GB 2018 | 2019 | 2020,1.0,
DE 2018 | 2019 | 2021 | 2020,1.0,
DE 2018 | 2020 | 2019,1.0,
DE 2019 | 2016 | 2018 | 2015 | 2017,1.0,
DE 2019 | 2017 | 2018 | 2020,1.0,
DE 2019 | 2017 | 2020 | 2018,1.0,
Total DAC 2019 | 2018,1.0,
SE 2019 | 2018,1.0,
DE 2019 | 2018,1.0,
LU 2019 | 2018,1.0,
GB 2019 | 2018,1.0,
DE 2019 | 2018 | 2017,1.0,
LU 2019 | 2018 | 2017,1.0,
Total DAC 2019 | 2018 | 2017,1.0,
DE 2019 | 2018 | 2017 | 2016,1.0,
DE 2019 | 2018 | 2020,1.0,
DE 2019 | 2018 | 2020 | 2017,1.0,
DE 2019 | 2020,1.0,
LU 2019 | 2020,1.0,
Total DAC 2019 | 2020,1.0,
DE 2019 | 2020 | 2018,1.0,
DE 2019 | 2020 | 2021,1.0,
LU 2019 | 2020 | 2021,1.0,
GB 2019 | 2020 | 2021 | 2022,1.0,
DE 2019 | 2020 | 2021 | 2022,1.0,
GB 2019 | 2020 | 2021 | 2022 | 2023,1.0,
DE 2020 | 2017 | 2018 | 2019,1.0,
Total DAC 2020 | 2017 | 2018 | 2019,1.0,
DE 2020 | 2018 | 2019,1.0,
Total DAC 2020 | 2018 | 2019,1.0,
DE 2020 | 2019,1.0,
LU 2020 | 2019,1.0,
Total DAC 2020 | 2019,1.0,
DE 2020 | 2019 | 2017 | 2018,1.0,
BE 2020 | 2019 | 2018,1.0,
DE 2020 | 2019 | 2018,1.0,
LU 2020 | 2019 | 2018,1.0,
Total DAC 2020 | 2019 | 2018,1.0,
DE 2020 | 2019 | 2018 | 2017,1.0,
DE 2020 | 2019 | 2018 | 2017 | 2016,1.0,
Total DAC 2020 | 2019 | 2021,1.0,
DE 2020 | 2019 | 2021,1.0,
DE 2020 | 2021,1.0,
DE 2020 | 2021 | 2019,1.0,
DE 2021 | 2019 | 2020,1.0,
DE 2021 | 2020,1.0,
DE 2021 | 2020 | 2018 | 2019,1.0,
DE 2021 | 2020 | 2019,1.0,
GB 2021 | 2020 | 2019,1.0,
DE 2021 | 2020 | 2019 | 2018,1.0,
DE 2021 | 2020 | 2019 | 2018 | 2017,1.0,
DE 2022 | 2021 | 2020,1.0,
DE 2022 | 2021 | 2020 | 2019,1.0,
GB 2022 | 2021 | 2020 | 2019,1.0,
Total DAC 2022 | 2021 | 2020 | 2019,1.0,
GB 2022 | 2023 | 2019 | 2020 | 2021,1.0,
GB 2023 | 2022 | 2021 | 2020 | 2019,1.0,
 ,1.0,
Total DAC,1.0,
Total DAC 1986,1.0,
AF 1999,1.0,
DJ 1999,1.0,
IQ 1999,1.0,
KP 1999,1.0,
XK 1999,1.0,
LR 1999,1.0,
ME 1999,1.0,
MM 1999,1.0,
NR 1999,1.0,
PW 1999,1.0,
SM 1999,1.0,
ST 1999,1.0,
SO 1999,1.0,
SS 1999,1.0,
SY 1999,1.0,
TL 1999,1.0,
AF 2000,1.0,
DJ 2000,1.0,
IQ 2000,1.0,
KP 2000,1.0,
NR 2000,1.0,
SM 2000,1.0,
ST 2000,1.0,
SO 2000,1.0,
SS 2000,1.0,
SY 2000,1.0,
AF 2001,1.0,
DJ 2001,1.0,
IQ 2001,1.0,
KP 2001,1.0,
NR 2001,1.0,
SM 2001,1.0,
SO 2001,1.0,
SS 2001,1.0,
SY 2001,1.0,
DJ 2002,1.0,
IQ 2002,1.0,
KP 2002,1.0,
NR 2002,1.0,
SM 2002,1.0,
SO 2002,1.0,
SS 2002,1.0,
SY 2002,1.0,
DJ 2003,1.0,
IQ 2003,1.0,
KP 2003,1.0,
NR 2003,1.0,
SM 2003,1.0,
SO 2003,1.0,
SS 2003,1.0,
SY 2003,1.0,
DJ 2004,1.0,
KP 2004,1.0,
NR 2004,1.0,
SO 2004,1.0,
SS 2004,1.0,
SY 2004,1.0,
DJ 2005,1.0,
KP 2005,1.0,
NR 2005,1.0,
SO 2005,1.0,
SS 2005,1.0,
SY 2005,1.0,
DJ 2006,1.0,
KP 2006,1.0,
NR 2006,1.0,
SO 2006,1.0,
SS 2006,1.0,
SY 2006,1.0,
DJ 2007,1.0,
KP 2007,1.0,
SO 2007,1.0,
SS 2007,1.0,
SY 2007,1.0,
DJ 2008,1.0,
KP 2008,1.0,
SO 2008,1.0,
SS 2008,1.0,
SY 2008,1.0,
DJ 2009,1.0,
KP 2009,1.0,
SO 2009,1.0,
SS 2009,1.0,
SY 2009,1.0,
DJ 2010,1.0,
KP 2010,1.0,
SO 2010,1.0,
SS 2010,1.0,
SY 2010,1.0,
DJ 2011,1.0,
KP 2011,1.0,
SO 2011,1.0,
SY 2011,1.0,
DJ 2012,1.0,
KP 2012,1.0,
SO 2012,1.0,
SY 2012,1.0,
KP 2013,1.0,
SY 2013,1.0,
KP 2014,1.0,
SY 2014,1.0,
KP 2015,1.0,
SY 2015,1.0,
KP 2016,1.0,
SY 2016,1.0,
KP 2017,1.0,
SY 2017,1.0,
AF 2018,1.0,
AX 2018,1.0,
AL 2018,1.0,
DZ 2018,1.0,
AS 2018,1.0,
AD 2018,1.0,
AO 2018,1.0,
AI 2018,1.0,
AQ 2018,1.0,
AG 2018,1.0,
AR 2018,1.0,
AM 2018,1.0,
AW 2018,1.0,
AU 2018,1.0,
AT 2018,1.0,
AZ 2018,1.0,
BS 2018,1.0,
BH 2018,1.0,
BD 2018,1.0,
BB 2018,1.0,
BY 2018,1.0,
BE 2018,1.0,
BZ 2018,1.0,
BJ 2018,1.0,
BM 2018,1.0,
BT 2018,1.0,
BO 2018,1.0,
BQ 2018,1.0,
BA 2018,1.0,
BW 2018,1.0,
BV 2018,1.0,
BR 2018,1.0,
IO 2018,1.0,
BN 2018,1.0,
BG 2018,1.0,
BF 2018,1.0,
BI 2018,1.0,
CV 2018,1.0,
KH 2018,1.0,
CM 2018,1.0,
CA 2018,1.0,
KY 2018,1.0,
CF 2018,1.0,
TD 2018,1.0,
CL 2018,1.0,
CN 2018,1.0,
CX 2018,1.0,
CC 2018,1.0,
CO 2018,1.0,
KM 2018,1.0,
CD 2018,1.0,
CG 2018,1.0,
CK 2018,1.0,
CR 2018,1.0,
CI 2018,1.0,
HR 2018,1.0,
CU 2018,1.0,
CW 2018,1.0,
CY 2018,1.0,
CZ 2018,1.0,
DK 2018,1.0,
DJ 2018,1.0,
DM 2018,1.0,
DO 2018,1.0,
EC 2018,1.0,
EG 2018,1.0,
SV 2018,1.0,
GQ 2018,1.0,
ER 2018,1.0,
EE 2018,1.0,
ET 2018,1.0,
FK 2018,1.0,
FO 2018,1.0,
FJ 2018,1.0,
FI 2018,1.0,
FR 2018,1.0,
GF 2018,1.0,
PF 2018,1.0,
TF 2018,1.0,
GA 2018,1.0,
GM 2018,1.0,
GE 2018,1.0,
DE 2018,1.0,
GH 2018,1.0,
GI 2018,1.0,
GR 2018,1.0,
GL 2018,1.0,
GD 2018,1.0,
GP 2018,1.0,
GU 2018,1.0,
GT 2018,1.0,
GG 2018,1.0,
GN 2018,1.0,
GW 2018,1.0,
GY 2018,1.0,
HT 2018,1.0,
HM 2018,1.0,
VA 2018,1.0,
HN 2018,1.0,
HK 2018,1.0,
HU 2018,1.0,
IS 2018,1.0,
IN 2018,1.0,
ID 2018,1.0,
IR 2018,1.0,
IQ 2018,1.0,
IE 2018,1.0,
IM 2018,1.0,
IL 2018,1.0,
IT 2018,1.0,
JM 2018,1.0,
JP 2018,1.0,
JE 2018,1.0,
JO 2018,1.0,
KZ 2018,1.0,
KE 2018,1.0,
KI 2018,1.0,
KP 2018,1.0,
KR 2018,1.0,
XK 2018,1.0,
KW 2018,1.0,
KG 2018,1.0,
LA 2018,1.0,
LV 2018,1.0,
LB 2018,1.0,
LS 2018,1.0,
LR 2018,1.0,
LY 2018,1.0,
LI 2018,1.0,
LT 2018,1.0,
LU 2018,1.0,
MO 2018,1.0,
MK 2018,1.0,
MG 2018,1.0,
MW 2018,1.0,
MY 2018,1.0,
MV 2018,1.0,
ML 2018,1.0,
MT 2018,1.0,
MH 2018,1.0,
MQ 2018,1.0,
MR 2018,1.0,
MU 2018,1.0,
YT 2018,1.0,
MX 2018,1.0,
FM 2018,1.0,
MD 2018,1.0,
MC 2018,1.0,
MN 2018,1.0,
ME 2018,1.0,
MS 2018,1.0,
MA 2018,1.0,
MZ 2018,1.0,
MM 2018,1.0,
NA 2018,1.0,
NR 2018,1.0,
NP 2018,1.0,
NL 2018,1.0,
NC 2018,1.0,
NZ 2018,1.0,
NI 2018,1.0,
NE 2018,1.0,
NG 2018,1.0,
NU 2018,1.0,
NF 2018,1.0,
MP 2018,1.0,
NO 2018,1.0,
OM 2018,1.0,
PK 2018,1.0,
PW 2018,1.0,
PS 2018,1.0,
PA 2018,1.0,
PG 2018,1.0,
PY 2018,1.0,
PE 2018,1.0,
PH 2018,1.0,
PN 2018,1.0,
PL 2018,1.0,
PT 2018,1.0,
PR 2018,1.0,
QA 2018,1.0,
RE 2018,1.0,
RO 2018,1.0,
RU 2018,1.0,
RW 2018,1.0,
BL 2018,1.0,
SH 2018,1.0,
KN 2018,1.0,
LC 2018,1.0,
MF 2018,1.0,
PM 2018,1.0,
VC 2018,1.0,
WS 2018,1.0,
SM 2018,1.0,
ST 2018,1.0,
SA 2018,1.0,
SN 2018,1.0,
RS 2018,1.0,
SC 2018,1.0,
SL 2018,1.0,
SG 2018,1.0,
SX 2018,1.0,
SK 2018,1.0,
SI 2018,1.0,
SB 2018,1.0,
SO 2018,1.0,
ZA 2018,1.0,
GS 2018,1.0,
SS 2018,1.0,
ES 2018,1.0,
LK 2018,1.0,
SD 2018,1.0,
SR 2018,1.0,
SJ 2018,1.0,
SZ 2018,1.0,
SE 2018,1.0,
CH 2018,1.0,
SY 2018,1.0,
TW 2018,1.0,
TJ 2018,1.0,
TZ 2018,1.0,
TH 2018,1.0,
TL 2018,1.0,
TG 2018,1.0,
TK 2018,1.0,
TO 2018,1.0,
TT 2018,1.0,
TN 2018,1.0,
TR 2018,1.0,
TM 2018,1.0,
TC 2018,1.0,
TV 2018,1.0,
UG 2018,1.0,
UA 2018,1.0,
AE 2018,1.0,
GB 2018,1.0,
UM 2018,1.0,
US 2018,1.0,
UY 2018,1.0,
UZ 2018,1.0,
VU 2018,1.0,
VE 2018,1.0,
VN 2018,1.0,
VG 2018,1.0,
VI 2018,1.0,
WF 2018,1.0,
EH 2018,1.0,
YE 2018,1.0,
ZM 2018,1.0,
ZW 2018,1.0,
Total DAC 2018,1.0,
EU Institutions 2018,1.0,
CU 2019,1.0,
KP 2019,1.0,
XK 2019,1.0,
PS 2019,1.0,
SY 2019,1.0,
CU 2020,1.0,
KP 2020,1.0,
XK 2020,1.0,
PK 2020,1.0,
PS 2020,1.0,
SY 2020,1.0,
CU 2021,1.0,
KP 2021,1.0,
XK 2021,1.0,
PK 2021,1.0,
PS 2021,1.0,
SY 2021,1.0,
CU 2022,1.0,
KP 2022,1.0,
XK 2022,1.0,
PK 2022,1.0,
PS 2022,1.0,
SY 2022,1.0,
CU 2023,1.0,
KP 2023,1.0,
XK 2023,1.0,
PK 2023,1.0,
PS 2023,1.0,
SY 2023,1.0,
CU 2024,1.0,
KP 2024,1.0,
XK 2024,1.0,
PK 2024,1.0,
PS 2024,1.0,
SY 2024,1.0,
 2015 | 2016 | 2017 | 2018,1.0,2015 | 2016 | 2017 | 2018
 2017 | 2016 | 2015 | 2018 | 2019,1.0,2017 | 2016 | 2015 | 2018 | 2019
 2019 | 2018 | 2017 | 2016,1.0,2019 | 2018 | 2017 | 2016
 2020 | 2019 | 2018 | 2017 | 2016,1.0,2020 | 2019 | 2018 | 2017 | 2016
 2017 | 2019 | 2018,1.0,2017 | 2019 | 2018
 2016 | 2017 | 2018,1.0,2016 | 2017 | 2018
 2018 | 2019 | 2016 | 2017,1.0,2018 | 2019 | 2016 | 2017
 2016 | 2017 | 2018 | 2019,1.0,2016 | 2017 | 2018 | 2019
 2018 | 2017 | 2016,1.0,2018 | 2017 | 2016
 2017 | 2016 | 2018,1.0,2017 | 2016 | 2018
 2016 | 2019 | 2018 | 2017,1.0,2016 | 2019 | 2018 | 2017
 2016 | 2017 | 2018 | 2019 | 2020,1.0,
 2019 | 2018 | 2017,1.0,2019 | 2018 | 2017
 2018 | 2016 | 2017,1.0,2018 | 2016 | 2017
 2015 | 2016 | 2017,1.0,
 2020 | 2017 | 2018 | 2019,1.0,2020 | 2017 | 2018 | 2019
 2020 | 2019 | 2018 | 2017,1.0,2020 | 2019 | 2018 | 2017
 2020 | 2018 | 2019,1.0,2020 | 2018 | 2019
 2020 | 2019 | 2017 | 2018,1.0,
 2021 | 2020 | 2019 | 2018 | 2017,1.0,
 2017 | 2020 | 2018 | 2019,1.0,
 2017 | 2018 | 2019,1.0,2017 | 2018 | 2019
 2020 | 2018 | 2019 | 2017,1.0,2020 | 2018 | 2019 | 2017
 2019 | 2017 | 2018 | 2020,1.0,2019 | 2017 | 2018 | 2020
 2017 | 2018 | 2019 | 2020,1.0,2017 | 2018 | 2019 | 2020
 2019 | 2018 | 2017 | 2020,1.0,2019 | 2018 | 2017 | 2020
 2019 | 2018 | 2020 | 2017,1.0,2019 | 2018 | 2020 | 2017
 2017 | 2018,1.0,2017 | 2018
 2017 | 2018 | 2020 | 2019,1.0,
 2018 | 2017 | 2019,1.0,2018 | 2017 | 2019
 2018 | 2019 | 2020,1.0,2018 | 2019 | 2020
 2018 | 2017,1.0,
 2019 | 2018,1.0,2019 | 2018
 2018 | 2019,1.0,2018 | 2019
 2018 | 2020 | 2019,1.0,2018 | 2020 | 2019
 2020 | 2019 | 2018,1.0,2020 | 2019 | 2018
 2018 | 2019 | 2020 | 2021,1.0,2018 | 2019 | 2020 | 2021
 2018 | 2019 | 2021 | 2020,1.0,
 2016 | 2015 | 2014,1.0,2016 | 2015 | 2014
 2021 | 2020 | 2019 | 2018,1.0,2021 | 2020 | 2019 | 2018
 2019 | 2018 | 2020,1.0,
 2021 | 2019 | 2020 | 2018,1.0,
 2020 | 2019,1.0,2020 | 2019
 2021 | 2018 | 2019 | 2020,1.0,2021 | 2018 | 2019 | 2020
 2019 | 2020 | 2018,1.0,2019 | 2020 | 2018
 2013 | 2014 | 2015 | 2016 | 2017 | 2018,1.0,
 2017 | 2016,1.0,2017 | 2016
 2017 | 2015 | 2014 | 2018 | 2016,1.0,2017 | 2015 | 2014 | 2018 | 2016
